m/z,var_m/z,max_int,sum_int,RT,minRT,maxRT,part_ID,EIC_ID,peak_ID,Score
129.0739085,1.47E-09,1037839.25,2317811.969,641.304,638.555,643.651,1454,1853,1395,0
654.3474121,NA,1037254.875,1037254.875,667.527,667.527,667.527,10434,10793,10918,0
257.9728851,5.70E-07,1036615.5,1135490.641,669.738,669.738,678.767,4048,4569,4573,0
78.04352442,1.20E-09,1036414.5,1722264.07,672.218,669.738,697.907,496,782,340,0
129.0001602,8.39E-07,1034400,2911608.594,1229.94,1221.83,1229.94,1449,1846,1383,0
328.8658257,1.25E-08,1033741.25,6561425.188,1138.08,1132.54,1145.51,5682,6226,6366,0
188.9994303,7.70E-09,1033593.25,4507120.313,1207.67,1196.12,1210.55,2663,3142,2898,0
74.06003698,3.30E-11,1031673.125,5125550.563,1366.76,1355.3,1368.72,417,696,288,0
129.0005569,3.98E-07,1030566.875,3477474.875,1265.52,1260.02,1268.81,1449,1846,1384,0
798.5974884,2.58E-06,1030235.813,1845055.648,224.348,218.534,227.656,12240,12497,12341,0
172.0849052,5.74E-08,1030163.375,8014932.02,368.969,356.09,403.521,2301,2761,2445,0
205.1376317,1.65E-08,1029188.563,2955784.844,631.736,623.754,636.561,3008,3501,3328,0
531.9361223,1.22E-07,1028439.125,3719329.328,1229.94,1224.98,1240.95,9222,9648,9796,0
136.9401921,2.01E-09,1027035.625,5012233.375,1152.41,1152.41,1167.6,1597,2015,1609,0
115.0865504,1.77E-09,1026890.313,1867589.844,596.678,596.678,604.658,1160,1516,996,0
243.1030579,2.91E-09,1026778.25,2460983.438,537.534,532.294,542.231,3768,4285,4237,0
112.0756424,1.27E-08,1025923.938,2235627,649.013,641.304,652.809,1107,1454,940,0
688.4908295,3.07E-08,1024874.625,2012238.406,238.437,233.587,241.746,10759,11105,11181,0
69.29115295,NA,1024283.938,1024283.938,669.738,669.738,669.738,256,509,234,0
216.1708883,6.29E-08,1022382,1532008.047,583.803,581.054,586.555,3210,3703,3570,0
443.1808014,4.03E-07,1018832.125,3144806.125,667.527,667.527,674.698,7980,8462,8664,0
423.1966248,2.98E-08,1018566.375,1527849.031,587.749,586.555,587.749,7659,8154,8317,0
379.2444031,7.32E-06,1018446.375,3385113.625,211.93,200.478,227.656,6804,7323,7463,0
134.0447413,2.09E-09,1018195.688,3999138.75,633.677,633.677,646.13,1539,1952,1543,0
130.0498352,8.15E-10,1017939.563,1150603.521,1677.28,1675.06,1692.1,1468,1868,1415,0
792.555542,2.79E-05,1017812.125,1814702.313,224.348,215.229,230.688,12169,12425,12283,0
250.0378189,2.91E-09,1017776.25,1414099.438,586.555,586.555,587.749,3898,4415,4398,0
106.9964848,1.33E-09,1017556.063,3399718.938,1247.53,1240.95,1250.82,1020,1366,855,0
446.0534465,1.33E-07,1017350.063,5476102.688,503.277,495.921,507.457,8036,8517,8716,0
160.1161245,5.90E-09,1017338.125,1701149.523,615.171,615.171,619.73,2068,2512,2141,0
388.2537415,9.59E-09,1016686.063,4284820,287.253,287.253,296.12,6984,7498,7670,0
421.3169022,4.80E-08,1016574.25,2108131.016,185.057,181.759,191.652,7635,8130,8294,0
324.0759583,4.22E-07,1015504.125,2586495.969,1001.52,996.539,1003.6,5566,6110,6272,0
484.3841858,6.82E-08,1015142.063,1974507.559,194.95,191.652,206.146,8608,9067,9257,0
220.117804,6.59E-09,1014983.125,3723916.375,636.561,633.677,643.651,3289,3787,3663,0
266.9229279,6.55E-08,1014363.375,2634550.813,1240.95,1235.18,1244.24,4241,4773,4821,0
124.0393711,2.16E-08,1014016.25,1563337.633,522.975,511.907,532.294,1352,1745,1273,0
971.7444763,3.39E-05,1013923.313,1243853.031,631.736,631.736,633.677,14031,14146,13436,0
344.2618103,1.58E-07,1013880.375,2299335.749,167.922,159.194,175.162,6051,6592,6717,0
728.5223877,8.52E-07,1012525.188,2307657.391,230.688,227.656,238.437,11266,11575,11612,0
200.1013107,6.68E-08,1010259.938,2538285.969,638.555,633.677,641.304,2887,3375,3170,0
343.2588806,2.20E-08,1009561.938,2918275.094,206.146,200.478,215.229,6025,6566,6688,0
273.960022,1.92E-08,1009419.188,2429240.531,1196.12,1193.1,1201.89,4402,4931,4989,0
599.0704041,1.68E-08,1009310.75,1531554.313,591.041,587.749,591.041,9921,10302,10475,0
550.0629272,1.34E-07,1009265.75,4235411.563,484.11,479.522,488.836,9430,9840,10012,0
300.092337,3.25E-08,1007964.063,3091147.574,294.438,291.956,314.828,5005,5548,5676,0
411.1090164,1.50E-07,1007851.375,2291967.098,628.449,623.754,631.736,7423,7930,8105,0
136.0488281,1.18E-07,1006178.313,1413848.039,604.658,604.658,609.268,1581,1998,1591,0
582.9381104,7.49E-07,1006002.563,1619366.25,1238.47,1235.18,1240.95,9764,10156,10327,0
243.1436106,8.73E-09,1003916.188,3734556.727,769.751,751.448,769.751,3772,4289,4244,0
492.3240051,7.68E-08,1003058.75,2292873.277,150.967,146.217,156.135,8710,9163,9335,0
219.0826742,1.58E-08,1002730.375,8160606.844,1140.02,1125.65,1152.41,3264,3762,3639,0
747.829366,1.04E-06,1000870.813,3227494.93,1173.91,1154.63,1175.73,11505,11798,11774,0
384.1761169,4.66E-08,1000586.438,1999510.313,558.698,558.698,561.985,6893,7408,7574,0
298.3466034,2.64E-08,999073.625,1427831.516,262.912,259.609,269.251,4969,5512,5637,0
286.2488518,3.11E-08,998188.3125,3399506.352,198.253,181.759,211.93,4689,5225,5307,0
457.1289978,2.79E-09,998071.875,1366893.609,514.406,511.907,517.037,8199,8674,8873,0
300.0923828,1.70E-08,997246.1875,4086693.75,284.359,281.298,289.196,5005,5548,5677,0
323.1269913,1.41E-07,996496,1595031.359,587.749,581.054,591.041,5549,6093,6256,0
585.3746236,4.40E-07,996379.875,2558586.24,218.534,206.146,221.037,9795,10185,10356,0
406.1379852,4.00E-08,996221.5,2674979.406,991.692,988.529,996.539,7349,7861,8042,0
971.4996338,1.46E-06,995961.125,1092180.469,633.677,633.677,638.555,14028,14143,13432,0
280.1755022,3.07E-07,994987.5,1739299.604,537.534,525.343,544.448,4541,5070,5151,0
358.294838,3.81E-08,994629.1875,1093929.051,259.609,253.657,262.912,6359,6892,7009,0
67.94930267,NA,994543.75,994543.75,1244.24,1244.24,1244.24,86,211,76,0
228.967009,2.29E-08,994543.625,5976107.074,1263.18,1247.53,1274.18,3466,3976,3894,0
180.1090118,6.30E-09,994543.3125,4529511.219,554.139,539.746,567.325,2473,2943,2662,0
812.2339478,NA,994250.625,994250.625,654.542,654.542,654.542,12434,12675,12475,0
341.0149333,5.90E-09,994145.6875,2263045.625,1541.68,1539.73,1543.63,5951,6492,6627,0
255.1589016,1.15E-08,993068.0625,3171837.176,206.146,198.253,221.037,4008,4527,4522,0
297.0492961,4.97E-09,992735.9375,1798324.719,982.139,978.976,984.089,4923,5462,5585,0
160.108017,9.00E-09,992285.9375,2268156.078,623.754,619.73,626.103,2067,2511,2138,0
343.1689802,3.76E-07,991138.375,1972865.541,181.759,167.922,191.652,6015,6556,6675,0
218.0334625,4.42E-09,991037.5,2452531.25,1464.15,1461.78,1467.18,3239,3735,3606,0
393.1588135,7.45E-09,990870.9375,1690164.063,200.478,198.253,200.478,7081,7595,7773,0
354.1385091,1.61E-07,990854.125,2412890.334,208.634,198.253,218.534,6248,6783,6903,0
174.1316681,6.36E-09,989968.0625,2884090.938,573.966,569.537,576.226,2349,2812,2502,0
503.0052734,2.88E-07,988753.8125,3015185.516,619.73,615.171,623.754,8859,9308,9472,0
80.95375671,1.57E-10,988120.25,3941098.563,1152.41,1148.25,1157.66,561,850,386,0
466.4105326,8.79E-08,987559.5625,1449649.555,185.057,181.759,188.355,8360,8827,9033,0
597.0102437,3.02E-07,987142.8125,4019832.313,1216.05,1204.92,1218.54,9896,10279,10446,0
143.1178589,4.66E-10,987010.4375,1870166.813,542.231,539.746,542.231,1728,2152,1755,0
800.8106893,1.12E-06,986052.625,3270375.656,1185.11,1183.31,1196.12,12274,12529,12360,0
469.1524862,4.13E-08,984441,1723071.625,665.048,665.048,674.698,8394,8861,9059,0
228.1957058,7.96E-09,984294.5,4066555.164,194.95,191.652,215.229,3458,3969,3885,0
159.1209198,4.26E-09,984068.5,2217097.766,591.041,581.054,594.331,2051,2493,2120,0
206.0947622,5.64E-07,983913.25,1658450.438,558.698,557.161,563.926,3025,3517,3344,0
327.1910889,3.47E-08,983443.1875,2254952.406,200.478,194.95,206.146,5638,6184,6333,0
114.0913162,3.03E-10,982885.75,4660511.563,1075.58,1073.23,1083.24,1143,1494,975,0
149.0266418,3.03E-09,982736.125,1384923.141,636.561,636.561,641.304,1865,2299,1911,0
74.09640249,1.94E-11,982492.9375,2823308.875,24.695,22.8759,27.0589,423,701,295,0
240.0002365,8.46E-09,981623,2928758.625,1433.82,1429.51,1436.85,3680,4198,4134,0
762.5275065,5.34E-08,981275.625,1673138.594,218.534,215.229,221.037,11704,11984,11913,0
492.3782501,0.000407093,981116,1003407.859,259.609,259.609,262.912,8711,9164,9336,0
96.04770194,1.36E-09,979496.1875,6143080.037,304.685,294.438,337.264,804,1114,593,0
333.1765544,1.92E-08,978762.8125,1990145.51,695.557,689.775,704.691,5789,6329,6481,0
325.2220256,6.23E-07,978733.125,2108731.909,238.437,233.587,251.421,5593,6137,6299,0
337.1116272,1.45E-07,978028.125,2148588.219,208.634,206.146,218.534,5866,6405,6552,0
190.1629349,4.11E-09,977380.5625,6759586.063,1107.85,1096.56,1113.53,2696,3176,2950,0
575.9059753,9.00E-07,976402,1976622.656,1216.05,1213.44,1221.83,9695,10086,10244,0
485.3583221,5.63E-08,974939,1233938.578,218.534,218.534,221.037,8628,9086,9275,0
189.134491,8.38E-09,974895.625,4139523.797,1213.44,1207.67,1224.98,2676,3154,2920,0
349.2327942,3.27E-07,973885.1875,2782441.969,208.634,200.478,211.93,6150,6690,6816,0
193.0358073,1.08E-08,973652.3125,1597083.188,577.765,577.765,591.041,2739,3220,3000,0
67.89558411,NA,973511.4375,973511.4375,631.736,631.736,631.736,79,191,57,0
334.8735758,6.55E-08,971992,2474316.5,1152.41,1148.25,1152.41,5819,6358,6511,0
305.1624207,2.11E-08,970697.1875,2023605.742,529.669,525.343,534.512,5134,5680,5820,0
778.5379028,2.27E-07,970575,1574001.805,224.348,221.037,227.656,11959,12227,12132,0
129.0659485,1.16E-08,969448.75,1610262.5,662.031,659.686,662.031,1453,1852,1394,0
406.1378682,1.52E-08,969442.4375,1925050.375,982.139,978.976,984.089,7349,7861,8043,0
67.27575684,NA,969439.5625,969439.5625,1154.63,1154.63,1154.63,7,6,3,0
295.9420166,7.45E-09,969026,1427032.375,1207.67,1204.92,1207.67,4899,5438,5557,0
176.0642039,1.88E-07,969002,2027737.188,596.678,596.678,601.776,2382,2848,2545,0
582.9392853,1.05E-07,968775.8125,2963268.625,1232.97,1224.98,1232.97,9764,10156,10328,0
320.2066422,3.59E-08,968319.4375,2991197.438,200.478,188.355,208.634,5500,6045,6195,0
702.9742554,1.27E-06,967527.125,2259394.422,1227.46,1221.83,1232.97,10895,11232,11270,0
382.1435242,9.32E-07,966821.5,2232273.281,537.534,532.294,544.448,6849,7366,7521,0
671.8342438,4.23E-07,966739.875,2454689.063,1173.91,1167.6,1175.73,10598,10953,11046,0
291.1167786,4.29E-06,966209.5625,1938013.141,206.146,198.253,211.93,4800,5340,5442,0
217.1181641,4.19E-09,966064.8125,1806510.25,605.979,604.658,605.979,3226,3720,3590,0
114.0913143,4.80E-10,965985.375,3363979.188,1064.08,1062.14,1069.06,1143,1494,976,0
228.0217514,1.00E-08,965147.375,3202427.25,1238.47,1235.18,1244.24,3447,3957,3867,0
480.9269409,1.29E-07,965019.625,2685493.563,1238.47,1238.47,1244.24,8561,9021,9208,0
398.0427856,1.55E-08,964533,2107942.594,615.171,615.171,622.214,7180,7692,7875,0
712.8707581,3.75E-07,963838,4602522.5,1204.92,1196.12,1210.55,11037,11367,11413,0
75.09977913,3.55E-09,963617.0625,1386335.789,0.441263,0.441263,9.54589,440,721,309,0
712.8708496,3.65E-07,963404.1875,2861779.672,1260.02,1257.4,1268.81,11037,11367,11414,0
316.2844979,3.22E-08,963302.8125,2269060.018,181.759,172.935,194.95,5422,5971,6097,0
391.2841187,1.02E-07,962695.875,2878381.375,646.13,638.555,649.013,7048,7561,7737,0
120.0235863,2.01E-06,961265.5625,2133423.734,646.13,641.304,649.013,1255,1630,1128,0
151.0551987,1.05E-09,959727.8125,1783288.375,591.041,591.041,594.331,1901,2339,1955,0
143.0815201,3.13E-09,959294.8125,4365111.188,646.13,636.561,654.542,1726,2150,1748,0
324.0912781,9.31E-10,958417.4375,1441344.516,537.534,534.512,539.746,5567,6111,6273,0
584.4730835,3.73E-08,957696.4375,1374974.088,191.652,188.355,198.253,9781,10173,10346,0
830.842865,2.28E-06,956581.0625,1400810.125,646.13,646.13,649.013,12701,12928,12654,0
877.0686188,7.79E-08,954895.1875,3038643.563,488.836,487.153,492.876,13232,13416,13026,0
524.2984619,7.75E-07,954454.375,1004270.797,259.609,259.609,266.215,9102,9534,9678,0
905.9154663,4.74E-06,954331.5625,1393325.375,641.304,638.555,643.651,13531,13686,13208,0
133.0317749,4.49E-09,954120.75,2154830.109,604.658,604.658,617.52,1519,1930,1508,0
307.0480448,2.83E-08,951890.6875,2073740.906,1003.6,1001.52,1006.9,5168,5715,5857,0
128.9063934,5.02E-07,951681.0625,7582505,1204.92,1187.73,1213.44,1447,1843,1373,0
366.9750366,4.90E-08,951593.75,2699902.25,1210.55,1201.89,1210.55,6533,7063,7195,0
558.8311089,4.79E-08,949569.3125,5754920.219,1136.49,1123.58,1138.08,9547,9951,10117,0
128.9063365,6.49E-07,947917.1875,4531420.094,1221.83,1216.05,1229.94,1447,1843,1374,0
582.4243774,NA,946385.6875,946385.6875,259.609,259.609,259.609,9754,10145,10317,0
877.0689596,1.87E-07,946329.875,3844291.406,458.536,446.365,460.087,13232,13416,13027,0
584.9178589,1.20E-06,945324.3125,2321590.875,1216.05,1213.44,1224.98,9790,10181,10351,0
170.1650107,5.54E-09,944927.1875,4099844.609,573.966,569.537,591.041,2274,2733,2403,0
361.2327474,7.59E-08,944546.0625,3097724.648,198.253,191.652,206.146,6434,6965,7106,0
225.0717953,1.05E-08,943200.375,6532507.617,554.139,525.343,563.926,3391,3897,3801,0
806.444519,NA,942633.375,942633.375,681.249,681.249,681.249,12346,12596,12410,0
540.4464111,1.62E-06,942009.9375,1552777.75,191.652,188.355,194.95,9321,9738,9906,0
135.027504,1.05E-09,941208.1875,1646623.813,594.331,591.041,594.331,1557,1972,1568,0
96.0443395,2.17E-09,941038.3125,1892946.656,654.542,652.809,657.427,803,1113,591,0
684.9510651,1.24E-06,940754.75,2868109.188,1216.05,1213.44,1221.83,10727,11074,11148,0
175.0825577,5.98E-09,940410.75,2170668.953,689.775,686.483,695.557,2362,2827,2521,0
128.9062714,7.82E-07,940277.375,3558274.063,1181.09,1175.73,1185.11,1447,1843,1375,0
467.1788534,5.90E-09,939589.125,1551179.891,178.461,175.162,181.759,8367,8834,9041,0
133.0826263,6.98E-10,938889.0625,2119977.469,665.048,662.031,667.527,1527,1937,1521,0
546.3554077,NA,938131.0625,938131.0625,259.609,259.609,259.609,9395,9809,9973,0
240.0003281,1.81E-08,936812.125,4786943.188,1447.37,1441.97,1454.17,3680,4198,4135,0
400.9031067,4.89E-07,935797.125,1493162.891,1244.24,1240.95,1247.53,7244,7756,7946,0
122.0711334,6.58E-10,935755.3125,4038999.813,1527.81,1522.28,1532.11,1310,1695,1207,0
213.123175,4.26E-09,935388.9375,2760437.359,676.907,672.218,681.249,3156,3649,3505,0
474.8488736,8.83E-08,934728.8125,6209190.469,1152.41,1141.34,1160.01,8493,8961,9152,0
287.1461182,4.66E-08,934559.6875,1496059.438,667.527,665.048,667.527,4703,5241,5337,0
306.8838539,1.58E-08,933531.4375,6107499.438,1141.34,1134.4,1148.25,5165,5712,5852,0
249.1524384,1.11E-08,932137.25,2571852.188,619.73,615.171,626.103,3894,4411,4396,0
239.0953827,1.68E-07,931229.9375,1726947.188,594.331,591.041,596.678,3668,4186,4121,0
402.2329799,1.19E-07,930963.1875,1915590.863,532.294,525.343,539.746,7273,7787,7983,0
452.3734589,1.68E-07,930729.625,2735095.338,178.461,169.623,191.652,8130,8610,8805,0
108.06545,7.37E-10,930298.625,2168705.051,529.669,525.343,539.746,1046,1392,878,0
323.056257,1.70E-08,930285.875,4351541.109,544.448,534.512,551.921,5543,6087,6250,0
170.0810913,1.00E-09,930227.6875,3575267.188,469.258,466.762,477.022,2269,2721,2385,0
345.2745743,2.39E-08,930130.625,3533756.807,221.037,206.146,245.063,6074,6615,6743,0
755.5415955,4.14E-07,929369.9375,1975581.422,227.656,224.348,233.587,11611,11897,11849,0
431.0728836,1.03E-07,928965.4375,2143191.047,617.52,612.556,619.73,7783,8274,8450,0
597.0103027,1.59E-07,928960.1875,3868481.063,1227.46,1224.98,1235.18,9896,10279,10447,0
295.9421158,5.67E-08,928099.3125,2605125.938,1198.6,1193.1,1201.89,4899,5438,5558,0
131.0815125,4.35E-09,928054.875,2345786.031,684.27,678.767,695.557,1488,1895,1464,0
172.1203327,1.91E-07,927823.5625,3832233.754,776.681,753.669,788.319,2306,2767,2451,0
620.971521,2.90E-07,927777.875,4099697.938,1227.46,1224.98,1235.18,10145,10517,10684,0
162.0383657,1.37E-09,926971.4375,1899069.469,208.634,200.478,218.534,2102,2546,2177,0
917.2782593,NA,926114,926114,612.556,612.556,612.556,13655,13801,13280,0
766.6237793,2.06E-06,924991.6875,2420001.063,646.13,638.555,646.13,11766,12045,11962,0
197.1007957,1.77E-09,924685.5,2649046.938,1121.23,1115.12,1121.23,2814,3295,3078,0
305.123909,6.61E-07,924305.0625,2610185.844,1012.01,1008.72,1017,5132,5676,5814,0
282.1194458,8.05E-08,923423,3803226.014,729.978,711.881,740.398,4581,5112,5195,0
706.5120239,2.24E-06,922797.3125,1476092.156,672.218,667.527,672.218,10935,11271,11306,0
904.5900574,1.68E-06,921934.75,1698743.098,215.229,211.93,221.037,13511,13670,13191,0
300.0925649,5.34E-08,921611.125,3698835.324,271.744,262.912,276.993,5005,5548,5678,0
528.9667257,2.20E-06,921504.5,3329865.469,1213.44,1198.6,1216.05,9194,9622,9771,0
140.0681885,8.89E-09,921193.875,2560922.391,1250.82,1247.53,1260.02,1664,2089,1696,0
180.9872681,1.58E-09,920878.6875,3694041.188,1160.01,1149.93,1160.01,2485,2955,2674,0
189.1344528,3.34E-09,920268.875,2263619.813,1204.92,1196.12,1204.92,2676,3154,2921,0
102.0895793,3.23E-06,919614.25,2401026.797,654.542,646.13,657.427,920,1246,723,0
218.0334752,2.18E-09,919366.625,4480758.313,1376.47,1368.72,1381.05,3239,3735,3607,0
336.0870209,7.23E-08,919159,2617083.828,615.171,612.556,619.73,5840,6380,6533,0
813.6188354,1.04E-06,918308,2185921.578,224.348,218.534,227.656,12458,12698,12495,0
80.95376805,1.50E-10,918233.8125,4945121.188,1136.49,1128.65,1140.02,561,850,387,0
597.0102946,9.00E-07,918071.875,3835608.672,1238.47,1238.47,1254.11,9896,10279,10448,0
196.0966339,NA,917856.625,917856.625,591.041,591.041,591.041,2793,3274,3055,0
162.0460002,4.78E-06,917628.6875,1878594.25,657.427,651.087,657.427,2103,2548,2179,0
349.2331467,2.88E-08,916884.8125,2226094.172,218.534,215.229,224.348,6150,6690,6817,0
271.0024048,1.63E-07,916591.5625,3520049.188,1227.46,1221.83,1232.97,4336,4866,4910,0
120.0243861,7.48E-07,916196.375,2199963.625,651.087,651.087,654.542,1255,1630,1129,0
862.8105469,3.87E-06,916116,3348455.531,1187.73,1181.09,1193.1,13090,13284,12921,0
714.6422526,5.06E-06,916070.4375,1324815.109,809.897,807.54,814.741,11062,11391,11436,0
318.0488586,3.10E-09,915657.9375,2684700.906,1047.2,1045.25,1052.32,5451,6000,6134,0
228.0218557,1.12E-08,914044.1875,4393608.719,1232.97,1218.54,1232.97,3447,3957,3868,0
684.9508301,8.41E-07,913066.875,3310203.375,1250.82,1244.24,1257.4,10727,11074,11149,0
428.3732178,2.60E-07,912896.8125,1046641.084,259.609,253.657,266.215,7740,8231,8396,0
570.9582672,5.14E-07,912515.25,4714941.547,1240.95,1235.18,1257.4,9650,10046,10207,0
116.1069412,7.57E-10,912066.1875,2435387.375,1658.82,1656.05,1660.64,1182,1543,1025,0
749.6099243,NA,911852.375,911852.375,667.527,667.527,667.527,11534,11824,11800,0
150.0265579,2.63E-08,911273.875,1266322.935,175.162,169.623,178.461,1885,2321,1934,0
495.0838165,1.16E-08,911216.9375,1318832.719,278.943,276.993,278.943,8741,9190,9361,0
788.9347229,3.19E-07,910471.875,2450942.188,1227.46,1227.46,1235.18,12122,12377,12240,0
240.0001831,8.61E-09,909528.8125,2174686.688,1464.15,1461.78,1467.18,3680,4198,4136,0
366.9750732,1.06E-07,909450.25,2911138.125,1227.46,1224.98,1235.18,6533,7063,7196,0
160.0756302,2.91E-09,909328.8125,1524944.125,604.658,604.658,605.979,2064,2507,2133,0
246.152092,3.18E-09,908466.625,1470326.797,188.355,185.057,194.95,3838,4358,4330,0
228.9669952,3.68E-08,908179.6875,3632495.875,1240.95,1232.97,1244.24,3466,3976,3895,0
294.2062256,4.00E-09,907955.4375,3734900.625,1378.29,1371.48,1381.05,4866,5405,5522,0
800.8127289,6.11E-06,907511.6875,1656920.085,1270.89,1268.81,1280.78,12274,12529,12361,0
149.9984207,9.79E-08,905826.875,1614695.688,594.331,591.041,594.331,1882,2319,1933,0
620.9717041,1.45E-06,905356.8125,3796150.313,1216.05,1210.55,1221.83,10145,10517,10685,0
290.8838257,6.02E-08,905076.0625,5637890.406,1141.34,1127.46,1143.29,4788,5327,5426,0
405.0085449,6.71E-08,904971,1220623.438,591.041,587.749,591.041,7333,7845,8024,0
204.1229172,1.16E-10,904417.6875,1318732.719,646.13,646.13,649.013,2978,3466,3274,0
189.1596222,4.66E-10,903378.125,1502488.375,1047.2,1045.25,1047.2,2678,3157,2925,0
264.0368347,3.81E-07,902656.25,1887278.219,1541.68,1539.73,1543.63,4182,4708,4741,0
306.1292267,7.87E-08,901433,1066713.5,604.658,604.658,605.979,5152,5698,5836,0
228.9670334,2.34E-08,900927.3125,4318076.25,1218.54,1207.67,1221.83,3466,3976,3896,0
122.0269597,1.50E-08,900745.25,1481988.719,594.331,591.041,596.678,1301,1684,1199,0
252.126915,1.05E-09,900568.125,1622405.813,643.651,641.304,643.651,3953,4471,4463,0
390.8663432,5.90E-09,900488.5,2374218.938,1140.02,1136.49,1140.02,7032,7547,7715,0
310.1299973,1.95E-08,900396.5625,1434161.859,238.437,235.945,245.063,5246,5795,5940,0
606.1304626,3.00E-08,900094.5625,5430968.98,294.438,283.025,304.685,9985,10363,10541,0
117.0738754,4.19E-09,898344.5,1412077.969,667.527,662.031,667.527,1201,1565,1049,0
294.2062174,6.21E-09,897073.375,4138287.438,1716.97,1710.44,1721.82,4866,5405,5523,0
425.1079483,4.94E-07,896785.875,1820235.887,628.449,622.214,628.449,7684,8177,8347,0
77.03800507,1.20E-08,896039.25,2413170.906,563.926,558.698,567.325,478,761,324,0
564.8391266,5.90E-09,895145.9375,2730791.625,1164.71,1160.01,1167.6,9588,9988,10146,0
368.1425171,6.75E-08,894457.125,2236452.742,674.698,674.698,686.483,6564,7095,7228,0
161.1283434,1.02E-09,893513.3125,6043135.75,1119.01,1107.85,1123.58,2091,2535,2164,0
218.0333939,3.21E-08,891917.5625,4773697.125,554.139,544.448,561.985,3239,3733,3602,0
190.070919,5.24E-10,891819.75,2221000.094,711.881,709.665,718.476,2684,3164,2937,0
116.1069458,3.67E-10,891342.6875,3633111.063,287.253,283.025,291.956,1182,1544,1028,0
224.1312332,1.16E-10,891267.3125,1419759.5,817.497,814.741,817.497,3376,3881,3774,0
309.1286392,1.20E-07,890452.125,1798534.266,628.449,628.449,641.304,5216,5763,5907,0
422.8844452,2.69E-07,890204.75,2229840.328,1257.4,1250.82,1260.02,7656,8151,8312,0
658.509847,3.48E-08,890188.25,1574805.094,198.253,194.95,200.478,10464,10826,10934,0
352.9803589,3.24E-08,890029.5625,3156021.422,1244.24,1240.95,1254.11,6218,6755,6876,0
307.0479889,3.14E-08,889668.875,2822638.688,1047.2,1045.25,1052.32,5168,5715,5858,0
329.2797974,3.19E-08,889649.75,1873596.768,185.057,181.759,198.253,5705,6250,6392,0
754.4515381,NA,889567.6875,889567.6875,259.609,259.609,259.609,11596,11881,11839,0
101.0709076,4.07E-10,889175.1875,2254473.375,678.767,678.767,686.483,895,1219,698,0
122.0711174,2.02E-09,889150.0625,4260901.969,1497.23,1490.43,1502.62,1310,1695,1208,0
251.9522603,4.12E-08,889086.8125,2847099.688,1247.53,1238.47,1254.11,3944,4462,4451,0
550.0627686,1.76E-07,889014.6875,3909621.625,495.921,492.876,503.277,9430,9840,10013,0
334.8737427,1.78E-08,888971.125,6554463.344,1143.29,1128.65,1145.51,5819,6358,6512,0
136.0426941,0,887436.75,1387045.281,604.658,601.776,604.658,1580,1997,1590,0
290.0703735,NA,886462.8125,886462.8125,586.555,586.555,586.555,4772,5311,5407,0
188.1281395,9.63E-09,886147.625,3524963.512,626.103,619.73,641.304,2648,3127,2879,0
880.5897369,3.67E-06,885629,1830336.68,221.037,215.229,224.348,13264,13447,13049,0
236.1497421,9.25E-09,885013.375,3677862.34,769.751,757.839,774.325,3609,4125,4065,0
170.1649017,1.70E-08,884531.125,1794213.188,567.325,563.926,567.325,2274,2733,2404,0
299.1087158,4.00E-09,884482.5,3046375.813,723.456,718.476,728.298,4984,5527,5652,0
104.0574913,1.94E-11,883889.75,1572757.016,561.985,558.698,565.247,959,1290,755,0
796.8530121,2.03E-06,883756.125,1891751.727,1263.18,1260.02,1270.89,12218,12477,12323,0
180.9872335,3.60E-09,883521.6875,4031575.438,1185.11,1181.09,1193.1,2485,2955,2675,0
564.9088745,9.31E-08,883313.5,1718536.766,1232.97,1229.94,1235.18,9589,9989,10148,0
279.0913757,9.33E-07,883225.5625,1609806.482,208.634,200.478,211.93,4521,5048,5127,0
538.5197449,1.51E-07,883140.8125,1083061.828,178.461,178.461,181.759,9292,9710,9869,0
67.89286804,1.26E-06,882961,938685.7695,631.736,623.754,631.736,77,185,54,0
200.1013641,9.08E-09,882876.6875,1657011.391,643.651,643.651,652.809,2887,3375,3171,0
303.246994,2.37E-08,882748.6875,1401451.715,245.063,241.746,256.974,5102,5646,5779,0
341.0149536,2.79E-09,882038.3125,2201558.563,1578.65,1576.7,1581.14,5951,6492,6628,0
238.070694,6.78E-08,881455.25,2319105.563,651.087,636.561,654.542,3645,4163,4096,0
564.9092814,1.29E-06,880473.6875,2170312.625,1224.98,1221.83,1227.46,9589,9989,10149,0
105.110303,2.13E-10,880303.25,6389337.891,1091.72,1088.36,1107.85,987,1332,822,0
318.0488281,6.21E-10,880228.25,2536692.5,1071.01,1066.84,1073.23,5451,6000,6135,0
218.0333405,1.49E-08,880096.125,2062398.5,576.226,572.285,576.226,3239,3733,3603,0
624.2413635,3.15E-07,879506.9375,1399718.219,669.738,667.527,669.738,10186,10556,10729,0
271.0022786,8.69E-09,879182.8125,1583092.891,1257.4,1254.11,1260.02,4336,4866,4911,0
297.0491536,4.04E-09,878966.4375,2152487.063,1012.01,1008.72,1014.1,4923,5462,5586,0
519.0287781,6.08E-08,878827.5,1963100.781,617.52,617.52,623.754,9041,9478,9620,0
122.0711648,9.06E-10,878733.375,5420161.375,1541.68,1537.23,1551.78,1310,1695,1209,0
144.9821472,6.52E-10,878241.75,4092448.75,1589.16,1583.63,1595.55,1760,2186,1781,0
