m/z,var_m/z,max_int,sum_int,RT,minRT,maxRT,part_ID,EIC_ID,peak_ID,Score
181.0717773,1.04E-08,25668166,93239084.63,634.916,625.399,658.043,3359,3890,3614,0
151.0261383,6.52E-09,25437034,51173180.48,533.936,528.817,548.86,2670,3192,2759,0
87.00880432,8.32E-11,25422354,90814938,257.946,246.711,267.863,991,1323,722,0
168.990751,6.54E-10,25284826,55573740.97,597.921,592.686,607.623,3056,3583,3236,0
218.0353043,1.35E-07,25103690,124289277.4,665.883,655.782,703.04,4111,4628,4529,0
410.9875692,1.24E-09,25080058,71674660,1223.34,1223.34,1228.43,7439,7757,8160,0
579.0274658,9.19E-08,25009302,34856915.06,589.396,587.182,597.921,9243,9370,10216,0
410.9877726,3.55E-07,24995250,136638777.8,1255.76,1252.47,1288.5,7439,7757,8161,0
168.043094,7.91E-10,24960122,130397675,665.883,650.522,697.202,3043,3571,3218,0
286.0604095,4.04E-09,24936576,41978768.13,587.182,584.909,592.686,5493,5967,6120,0
119.0542898,1.35E-09,24683402,92841286.97,650.522,642.947,676.207,1942,2377,1698,0
308.072525,3.08E-08,24338472,57727859,595.031,589.396,605.278,5907,6351,6572,0
102.0560434,2.23E-09,23903402,53374785.38,603.015,597.921,613.526,1459,1849,1190,0
87.00880241,1.46E-11,23745838,90170118,320.55,318.446,325.295,991,1323,723,0
184.9856567,4.10E-09,23549058,40074885.97,597.921,592.686,605.278,3428,3954,3690,0
87.00879364,1.05E-10,23497036,100592476,311.199,303.295,313.432,991,1323,724,0
165.0749563,4.97E-09,23367580,93002329.66,560.342,555.516,579.409,2983,3510,3150,0
195.8108582,7.52E-09,23339358,51632258.16,526.315,521.321,531.312,3650,4174,3970,0
517.1125692,1.24E-09,23293530,35824965.5,595.031,592.686,597.921,8693,8871,9611,0
613.1606903,5.90E-09,23207386,47168637.16,595.031,592.686,600.941,9511,9608,10490,0
215.0328991,1.14E-09,23186462,85079603.13,706.336,690.748,721.803,4035,4552,4428,0
197.8079834,5.12E-09,22630106,45875384,526.315,521.321,528.817,3705,4227,4034,0
131.0349295,1.12E-09,22402460,67042943.13,573.398,566.084,579.409,2228,2706,2109,0
204.9705789,1.88E-10,22319172,140780066,1177.1,1169.11,1184.28,3862,4383,4226,0
172.9578298,7.76E-11,22292122,63143170,1535.85,1533.36,1538.21,3143,3666,3324,0
204.970578,5.12E-10,22256162,99100954,1159.17,1156.15,1165.95,3862,4383,4227,0
119.0170797,7.76E-11,22179272,58285524,17.2721,14.2308,18.4702,1936,2372,1684,0
172.9578339,1.86E-10,22112788,101827258,1503.59,1498.2,1509.11,3143,3666,3325,0
278.0363617,5.32E-08,22062434,97568702.16,637.18,627.746,650.522,5341,5820,5943,0
108.0125376,3.65E-10,21995632,65111252.25,653.842,650.522,661.194,1607,2009,1307,0
189.0404714,6.77E-09,21837852,37198459.54,528.817,523.679,540.85,3526,4046,3803,0
119.0170685,1.16E-11,21663618,97497194,74.9413,71.2839,79.2724,1936,2372,1685,0
172.9578438,3.69E-10,21448626,80958484,1541.1,1541.1,1547.5,3143,3666,3326,0
173.0041739,1.23E-09,21430106,86063954.72,295.277,277.831,305.658,3147,3670,3331,0
145.0982113,7.25E-10,21402994,212515165.6,1112.83,1091.01,1135.65,2564,3076,2604,0
195.8108114,6.21E-10,21282660,56505354.56,536.154,533.936,545.957,3650,4174,3971,0
180.059491,2.96E-09,20943622,35870831.09,528.817,526.315,536.154,3329,3860,3573,0
194.9464111,2.61E-09,20760150,63171580.16,642.947,642.947,665.883,3632,4156,3942,0
129.0558116,1.24E-10,20717998,208222931,311.199,295.277,344.54,2175,2648,2042,0
188.0453529,1.41E-08,20668764,57291094.8,528.817,523.679,540.85,3501,4025,3780,0
119.0170822,5.82E-11,20582496,58580574,7.8854,4.58039,11.192,1936,2372,1686,0
187.0071157,5.28E-10,20559856,47177870.5,154.464,152.086,166.389,3469,3993,3740,0
165.0191181,3.52E-08,20538626,64130558,573.398,557.997,584.909,2975,3502,3134,0
371.0595093,4.62E-08,20519406,49502398.5,166.389,163.21,176.81,6881,7251,7567,0
160.0615472,1.22E-08,20260866,57142426.94,545.957,533.936,557.997,2867,3395,3018,0
117.075107,1.26E-09,19978456,52866323.09,615.871,607.623,623.049,1891,2318,1621,0
181.0385946,6.30E-09,19735998,46184702.5,661.194,655.782,668.902,3354,3886,3604,0
80.91688044,1.60E-10,19249872,156620541.6,237.592,234.293,280.455,825,1149,610,0
218.0330823,2.74E-08,19204318,86290859.69,637.18,621.376,653.842,4111,4628,4530,0
146.0458806,3.18E-10,19085478,43114672.75,540.85,536.154,548.86,2584,3098,2634,0
89.05128632,1.15E-06,18795232,45811773.25,531.312,523.679,533.936,1068,1414,796,0
277.0330331,8.87E-10,18528954,70246959.81,615.871,607.623,623.049,5317,5795,5918,0
