"","m/z","var_m/z","max_int","sum_int","RT","minRT","maxRT","part_ID","EIC_ID","peak_ID","Score"
"371",793.602209472656,7.93486833572388e-08,2781685.25,12247274.75,1200.12,1194.21,1202.62,5941,10297,6958,0
"372",750.530181884766,9.16048884391785e-07,2777983.25,8160239.49609375,1173.41,1162.2,1176.05,5663,9697,6430,0
"373",168.066501193576,5.02078387981806e-09,2776962,30839218.9082031,219.676,173.779,224.404,354,553,398,0
"374",795.617767333984,9.64850187301636e-08,2766032.25,14505241.5,1293.9,1288.69,1298.39,5952,10331,6992,0
"375",782.564404296875,1.68383121490479e-07,2760115,11226136.125,1200.12,1196.46,1204.97,5864,10139,6822,0
"376",158.975331624349,5.22105079708677e-10,2757438.75,19684373.34375,1056.06,1045.1,1075.09,203,301,213,0
"377",231.931629725865,4.43486940293085e-10,2753349,14521017.5,1127.61,1109.62,1127.61,1226,1899,1283,0
"378",863.698371300331,7.57374442540682e-07,2733747.75,44780782.40625,1510.1,1499.42,1570.47,6322,11263,7808,0
"379",810.596423921131,3.65643274216425e-05,2730205.5,20026919.2265625,1334.13,1331.78,1376.05,6042,10553,7202,0
"380",763.562127685547,6.69269098175897e-07,2724993.25,15384405.4375,1148.01,1135.67,1157.33,5752,9874,6581,0
"381",763.622631835937,1.56362851460775e-06,2713695.5,17545615.25,1212.18,1209.96,1229.09,5752,9875,6582,0
"382",692.620300292969,2.92559464772542e-07,2710111.25,43271871.2695312,1582.68,1551.8,1643.09,5190,8871,5795,0
"383",231.931660970052,6.20881716410319e-10,2700890,13499801.875,1160.38,1157.33,1170.37,1226,1899,1284,0
"384",750.528660365513,1.05372497013637e-07,2695415.75,15023747.75,1212.18,1204.97,1219.53,5663,9697,6431,0
"385",792.606941223145,7.21043241875512e-07,2693251.25,15017854.65625,1281.22,1271.76,1285.15,5932,10278,6941,0
"386",806.591873168945,2.82501180966695e-08,2680726.25,9275088.5,1397.31,1392.99,1399.7,6014,10500,7151,0
"387",168.066489083426,2.66338545809347e-09,2678633.75,25944259.03125,235.406,231.895,300.406,354,553,399,0
"388",806.596740722656,7.16927978727553e-05,2675970.5,13105056.546875,1391.18,1371.74,1391.18,6014,10500,7152,0
"389",897.590932210286,2.58410970369975e-07,2674176.75,10729074.375,1243.87,1236.8,1247.94,6531,11679,8209,0
"390",788.584533691406,0,2672721.5,5334841.5,1194.21,1194.21,1196.46,5900,10213,6887,0
"391",703.539642333984,9.12696123123169e-08,2663431.5,4709430.25,1391.18,1391.18,1392.99,5276,8991,5875,0
"392",786.579020182292,1.13000472386678e-07,2642759,6982763.75,1198.14,1196.46,1200.12,5887,10185,6864,0
"393",847.657287597656,1.19954347610474e-06,2641015.75,10872368.40625,1380.36,1363.37,1381.94,6246,11043,7596,0
"394",158.975321451823,3.10440858205159e-10,2640543,4122381.53125,1041.17,1038.79,1043.54,203,301,214,0
"395",158.976364135742,2.9511284083128e-06,2634989,4163164.5625,947.782,947.782,951.571,203,302,215,0
"396",862.693034924959,1.10281228322035e-05,2629666.5,30586673.4960938,1510.1,1466.99,1516.32,6316,11250,7798,0
"397",828.576889038086,1.68968524251665e-07,2614074.25,16868308.875,1241.11,1235.13,1249.25,6140,10790,7381,0
"398",795.572711181641,4.45420543352763e-07,2608378.25,21948111.75,1369.49,1365.05,1384.31,5952,10332,6993,0
"399",770.552691650391,8.29539365238614e-07,2595127.25,16108808.5,1304.37,1290.22,1308.05,5790,9981,6674,0
"400",857.602645874023,3.53592137495677e-07,2586459.25,8878753,1273.57,1269.13,1276.09,6296,11184,7737,0
"401",837.613708496094,3.32202762365341e-06,2581470.75,10060038.4453125,1273.57,1257.62,1276.09,6192,10907,7469,0
"402",158.975391387939,5.82076609134674e-11,2566890,5664873.671875,924.176,912.235,932.298,203,302,216,0
"403",782.563582570929,6.3205105170869e-06,2555029.75,23221831.75,1188.82,1150.24,1192.63,5864,10139,6823,0
"404",223.978010911208,2.96590419916006e-10,2541638,45860496,1788.07,1727.31,1793.75,1109,1730,1153,0
"405",857.60319519043,1.90255897385733e-07,2533308.75,16872841.625,1281.22,1279.9,1292.22,6296,11184,7738,0
"406",862.697550455729,5.65805855919333e-07,2532796.25,26863483.0625,1525.32,1522.54,1570.47,6316,11250,7799,0
"407",760.609924316406,2.06960572136773e-07,2524910.25,16752311.1523438,1187.5,1170.37,1191.04,5731,9830,6542,0
"408",839.553802490234,2.30595469474792e-07,2520681.5,10782827.875,1245.55,1243.87,1253.72,6203,10932,7489,0
"409",792.607391357422,7.07805156707764e-08,2517932,9536615,1286.74,1286.74,1292.22,5932,10278,6942,0
"410",847.658020019531,6.70552253723145e-08,2514024,8892128.5,1386.26,1384.31,1391.18,6246,11043,7597,0
"411",777.561376953125,1.15595757961273e-06,2506552,10414248,1348.43,1342.12,1350.78,5833,10083,6765,0
"412",703.539709472656,3.23024060991075e-07,2502852.25,15341524.3125,1395.63,1395.63,1416.92,5276,8991,5876,0
"413",804.567474365234,3.58869632085164e-07,2492187.5,8805013.125,1192.63,1191.04,1196.46,6002,10466,7117,0
"414",804.565540660511,1.17926435037093e-05,2490600,17058943.0625,1188.82,1165.1,1188.82,6002,10466,7118,0
"415",756.599597167969,7.25314021110535e-07,2487738.5,10564464.875,1212.18,1209.96,1219.53,5703,9770,6497,0
"416",894.580712890625,7.18981027603149e-08,2477386.5,10045582.875,1232.77,1229.09,1236.8,6507,11639,8164,0
"417",829.572733561198,7.400910059611e-07,2469077.25,12909602.625,1188.82,1187.5,1196.46,6145,10801,7385,0
"418",838.628112792969,9.87201929092407e-08,2468120.25,11348357.875,1404.56,1402.06,1412.07,6199,10920,7475,0
"419",720.498203822545,2.90395248503912e-07,2466174.5,14350195.5,1196.46,1196.46,1209.96,5424,9239,6065,0
"420",778.575811767578,1.27520540664936e-07,2465432.5,36404498.296875,1430.16,1428.62,1507.33,5838,10093,6777,0
"421",819.587112426758,3.68493298689524e-07,2465315,7879579.875,1245.55,1241.11,1247.94,6084,10671,7294,0
"422",223.978047688802,7.14013973871867e-10,2456099.25,14081128.5,1801.82,1796.13,1809.89,1109,1730,1154,0
"423",792.608349609375,6.78002834320068e-08,2455191.75,10515753.625,1300.48,1298.39,1305.55,5932,10278,6943,0
